month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
9/1/2021,Tennessee,14921,2413,27447,17916,1668,0,0,0,0,0,1,2,0,158,4,1,0,0,0,0,0,0,0,0,64531
9/1/2021,Texas,24746,0,71702,41561,4300,3156,9,50,16,4,6368,2595,53,103,4,0,0,0,69,34,6,1,1,0,154778
9/1/2021,Utah,11111,63964,5008,5004,509,0,0,5,1,1,240,211,1,222,64,77,0,0,0,0,0,0,0,0,86418
9/1/2021,Vermont,0,0,1665,2027,120,126,1,1,1,0,10,26,3,0,0,0,0,0,7,5,1,0,0,0,3993
9/1/2021,Virgin Islands,103,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,153
9/1/2021,Virginia,240,160,23679,16736,3504,0,0,0,0,0,0,0,0,391,69,0,0,0,0,0,0,0,0,0,44779
9/1/2021,Washington,17149,237,20879,14609,3222,71,29,3,14,12,228,435,32,503,112,2,0,0,362,317,176,0,1,0,58393
9/1/2021,West Virginia,1777,169,5201,5922,322,351,0,1,2,0,664,607,2,4,0,0,0,0,10,1,0,1,0,0,15034
9/1/2021,Wisconsin,27317,723,19515,16054,1209,53,0,0,0,2,126,131,14,146,18,0,0,0,0,4,0,0,0,0,65312
9/1/2021,Wyoming,539,18,2161,2747,170,179,15,1,3,0,121,143,0,28,1,0,0,0,3,4,3,0,0,0,6136
8/1/2021,Alabama,26984,404,18820,14786,1380,886,0,14,11,1,2022,820,11,35,0,0,0,0,25,24,8,0,2,0,66233
8/1/2021,Alaska,188,23,2847,3183,275,206,0,0,2,0,123,104,2,31,25,0,0,0,7,4,0,0,0,0,7020
8/1/2021,Arizona,3236,1060,18697,10195,1685,967,0,4,2,2,966,369,1,150,13,1,0,0,11,5,1,0,0,0,37365
8/1/2021,Arkansas,3378,566,7146,6052,470,416,0,12,5,0,933,682,5,0,0,0,0,0,9,8,0,0,1,0,19683
8/1/2021,California,17798,13364,41275,28433,5995,0,0,0,3,0,353,300,28,1907,970,82,0,0,6862,2978,575,28,6,2,120959
8/1/2021,Colorado,9196,11,19708,13900,1582,1613,0,0,0,0,0,0,0,325,48,2,0,0,0,0,0,0,0,0,46385
8/1/2021,Connecticut,7695,622,6087,1841,886,0,0,0,0,0,0,0,0,0,0,0,0,0,543,125,91,0,0,0,17890
8/1/2021,Delaware,475,0,2319,1679,167,137,0,0,0,1,10,8,0,95,0,0,0,0,52,31,4,0,0,0,4978
8/1/2021,District of Columbia,685,0,336,4,0,1,1,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,0,1070
8/1/2021,Florida,22109,0,61168,24363,5238,3141,5,9,6,0,3003,749,8,1198,94,4,0,0,333,244,57,40,34,0,121803
8/1/2021,Georgia,24258,0,17598,9517,858,715,0,11,10,2,1530,641,6,22,0,0,0,0,15,3,2,1,0,0,55189
8/1/2021,Guam,0,0,260,113,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
8/1/2021,Hawaii,1661,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1672
8/1/2021,Idaho,5906,2,5986,6115,516,384,0,4,4,1,298,263,1,44,1,1,0,0,9,12,1,0,0,0,19548
8/1/2021,Illinois,385196,0,26981,12930,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426563
8/1/2021,Indiana,1800,77774,21769,13831,1786,955,115,7,8,0,559,309,13,31,7,0,0,0,39,49,6,2,1,0,119061
8/1/2021,Iowa,4586,7439,2760,2670,96,69,7,0,0,0,12,28,0,34,17,2,0,0,6,7,1,0,0,0,17734
8/1/2021,Kansas,2686,6,6215,5631,612,398,0,6,2,2,424,197,9,67,10,0,0,0,5,4,1,1,0,0,16276
8/1/2021,Kentucky,875,351524,10896,8616,587,575,0,24,8,0,1396,693,4,15,7,0,0,0,16,33,1,0,0,0,375270
8/1/2021,Louisiana,1799,462,12190,8107,930,793,0,8,1,0,745,418,11,0,0,0,0,0,17,14,3,0,0,0,25498
8/1/2021,Maine,540,5,3684,4160,310,223,2,0,1,0,70,57,1,20,9,0,0,0,7,4,1,0,0,0,9094
8/1/2021,Mariana Islands,0,0,14,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
8/1/2021,Maryland,4067,25,8095,6372,157,7,1,0,1,0,68,74,1,110,16,4,0,0,0,15,2,0,2,2,19019
8/1/2021,Massachusetts,9107,1,6392,3853,1045,330,0,0,0,2,7,13,4,1,0,0,0,0,34,32,14,1,0,0,20836
8/1/2021,Michigan,18335,5465,23032,17613,1962,717,2,5,1,0,25,188,4,91,17,0,0,0,27,9,2,1,0,0,67496
8/1/2021,Minnesota,16237,30220,12504,14381,1108,639,0,1,0,0,192,181,7,76,15,2,0,0,17,12,3,0,0,0,75595
8/1/2021,Mississippi,2260,0,10370,8178,493,502,0,9,9,1,1341,616,3,16,1,0,0,0,7,2,2,2,0,0,23812
8/1/2021,Missouri,2773,0,19196,15047,1815,1044,0,12,9,1,1176,566,13,293,47,2,0,0,50,43,4,2,6,0,42099
8/1/2021,Montana,1049,2,4047,4825,311,276,7,4,3,0,353,396,1,62,11,0,0,0,5,12,0,0,0,0,11364
8/1/2021,Nebraska,4475,62,152,1815,32,5,0,0,0,0,2,25,0,25,4,0,0,0,0,1,0,0,0,0,6598
8/1/2021,Nevada,4538,0,5971,2983,413,384,0,1,0,0,193,60,0,1,0,0,0,0,334,115,8,0,0,0,15001
8/1/2021,New Hampshire,1157,2,5885,3454,139,0,28,0,2,0,0,8,0,97,10,4,0,0,0,0,0,0,0,0,10786
8/1/2021,New Jersey,0,0,9533,5765,660,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,7,2,3,1,16100
8/1/2021,New Mexico,876,0,7030,4726,586,344,0,6,5,3,316,221,4,47,0,0,0,0,75,40,3,3,2,0,14287
8/1/2021,New York,3273,1998,9863,16400,2109,258,0,0,0,1,28,35,8,68,78,1,3,1,290,350,36,4,14,1,34819
8/1/2021,North Carolina,32676,84,1541,14143,1158,183,0,9,7,1,1507,989,10,677,111,7,5,2,3,18,2,0,0,0,53133
8/1/2021,North Dakota,900,15,1788,2977,144,117,0,0,0,0,55,62,3,5,4,0,0,0,1,2,1,0,0,0,6074
8/1/2021,Ohio,16780,136,21249,15507,1483,1082,0,5,3,0,962,331,12,105,45,5,0,0,18,19,2,0,1,0,57745
8/1/2021,Oklahoma,2355,2,11608,9208,1196,777,0,12,14,0,1528,821,6,17,1,0,0,0,25,29,11,0,1,0,27611
8/1/2021,Oregon,6687,692,15867,10328,0,8,1,0,0,0,0,0,0,247,23,1,0,0,0,0,0,0,0,0,33854
8/1/2021,Pennsylvania,32408,0,47491,21938,16,0,418,0,0,0,0,0,0,670,94,1,0,0,0,0,0,0,0,0,103036
8/1/2021,Puerto Rico,0,0,4607,367,59,62,0,3,0,0,35,8,2,0,0,0,0,0,739,62,6,2,1,0,5953
8/1/2021,Rhode Island,0,0,1189,740,62,274,0,0,0,0,1,0,0,16,7,21,0,0,11,3,0,0,2,0,2326
8/1/2021,South Carolina,14052,655,11509,7043,779,456,1,5,6,0,734,327,4,187,8,16,0,0,5,4,3,1,0,0,35795
8/1/2021,South Dakota,986,10,2347,3456,206,136,0,0,2,0,143,124,2,1,0,1,0,0,12,12,2,0,0,0,7440
8/1/2021,Tennessee,16597,2691,29364,18154,1745,0,1,0,0,0,1,0,0,114,5,0,0,0,0,0,0,0,0,0,68672
8/1/2021,Texas,27475,0,64118,37508,3965,2932,16,35,17,1,5659,2263,54,102,9,0,0,0,52,41,4,2,1,0,144254
8/1/2021,Utah,11692,73702,4844,4489,435,0,0,2,8,1,229,181,2,180,39,30,0,0,0,0,0,0,0,0,95834
8/1/2021,Vermont,0,0,1751,1645,117,96,0,0,2,0,6,14,6,0,0,0,0,0,4,8,1,0,0,0,3650
8/1/2021,Virgin Islands,88,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,129
8/1/2021,Virginia,221,214,25669,15787,3516,0,0,0,0,0,0,0,0,437,67,0,0,0,0,0,0,0,0,0,45911
8/1/2021,Washington,15363,281,19933,12733,2886,57,26,1,11,8,230,451,28,528,102,1,0,0,391,324,168,0,2,0,53524
