month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
9/1/2006,Mariana Islands,0,,0,1,,0,0,0,0,,0,0,,0,0,,,,,,,,,,1
9/1/2006,Maryland,1651,,419,4374,,6,0,0,1,,36,111,,0,0,,,,,,,,,,6598
9/1/2006,Massachusetts,9146,,1654,1452,,64,98,0,0,,0,0,,0,0,,,,,,,,,,12414
9/1/2006,Michigan,10122,,2018,17506,,81,0,0,3,,0,359,,0,0,,,,,,,,,,30089
9/1/2006,Minnesota,5333,,3591,18315,,181,0,0,6,,78,656,,0,0,,,,,,,,,,28160
9/1/2006,Mississippi,237,,3239,8493,,195,0,57,66,,823,1597,,0,0,,,,,,,,,,14707
9/1/2006,Missouri,1330,,3967,12497,,189,0,2,13,,196,1591,,0,0,,,,,,,,,,19785
9/1/2006,Montana,409,,1536,5283,,163,0,2,3,,288,1312,,0,0,,,,,,,,,,8996
9/1/2006,Nebraska,1721,,0,2752,,0,0,0,2,,2,120,,0,0,,,,,,,,,,4597
9/1/2006,Nevada,650,,2059,2339,,119,1,0,0,,187,159,,0,0,,,,,,,,,,5514
9/1/2006,New Hampshire,1617,,1474,2862,,10,0,0,1,,0,7,,22,0,,,,,,,,,,5993
9/1/2006,New Jersey,0,,1164,1640,,46,4,0,0,,0,0,,0,0,,,,,,,,,,2854
9/1/2006,New Mexico,276,,2352,3608,,131,0,6,7,,352,853,,0,0,,,,,,,,,,7585
9/1/2006,New York,3192,,3223,14603,,66,6,0,0,,0,16,,0,0,,,,,,,,,,21106
9/1/2006,North Carolina,7151,,200,11797,,102,0,9,25,,1139,2102,,0,0,,,,,,,,,,22525
9/1/2006,North Dakota,179,,482,3491,,25,0,0,3,,34,200,,0,0,,,,,,,,,,4414
9/1/2006,Ohio,0,,8680,15186,,482,0,13,38,,626,1025,,0,0,,,,,,,,,,26050
9/1/2006,Oklahoma,0,,4360,8089,,396,0,12,18,,1015,1965,,0,0,,,,,,,,,,15855
9/1/2006,Oregon,110,,4775,10813,,307,0,0,0,,0,0,,0,0,,,,,,,,,,16005
9/1/2006,Pennsylvania,216,,0,46215,,76,1,0,0,,0,0,,32,0,,,,,,,,,,46540
